NamaProduk,NamaWilayah,Tanggal,Jumlah,TotalPenjualan,Negara
Vacuum Cleaner,Kota Kinabalu,4/5/2024,6,490446,Malaysia
Vacuum Cleaner,Kota Kinabalu,4/5/2024,6,490446,Malaysia
Hair Dryer,North Region,5/12/2024,3,71769,Singapura
Hair Dryer,North Region,5/12/2024,3,71769,Singapura
Hair Dryer,North Region,5/12/2024,3,71769,Singapura
Hair Dryer,North Region,5/12/2024,3,71769,Singapura
Hair Dryer,North Region,5/12/2024,3,71769,Singapura
Coffee Maker,North Region,8/11/2024,15,466245,Singapura
Coffee Maker,North Region,8/11/2024,15,466245,Singapura
Coffee Maker,North Region,8/11/2024,15,466245,Singapura
Coffee Maker,North Region,8/11/2024,15,466245,Singapura
Coffee Maker,North Region,8/11/2024,15,466245,Singapura
Iron,Kuala Lumpur,1/30/2024,5,97455,Malaysia
Iron,Kuala Lumpur,1/30/2024,5,97455,Malaysia
Iron,Kuala Lumpur,1/30/2024,5,97455,Malaysia
Iron,Kuala Lumpur,1/30/2024,5,97455,Malaysia
Rice Cooker,North-East Region,9/29/2024,3,256059,Singapura
Rice Cooker,North-East Region,9/29/2024,3,256059,Singapura
Rice Cooker,North-East Region,9/29/2024,3,256059,Singapura
Rice Cooker,North-East Region,9/29/2024,3,256059,Singapura
Rice Cooker,North-East Region,9/29/2024,3,256059,Singapura
Rice Cooker,North-East Region,9/29/2024,3,256059,Singapura
Rice Cooker,North-East Region,9/29/2024,3,256059,Singapura
Rice Cooker,North-East Region,9/29/2024,3,256059,Singapura
Rice Cooker,North-East Region,9/29/2024,3,256059,Singapura
Rice Cooker,North-East Region,9/29/2024,3,256059,Singapura
Coffee Maker,Johor Bahru,9/28/2024,3,141891,Malaysia
Coffee Maker,Johor Bahru,9/28/2024,3,141891,Malaysia
Hair Dryer,Medan,1/21/2023,8,632224,Indonesia
Hair Dryer,Medan,1/21/2023,8,632224,Indonesia
Hair Dryer,Medan,1/21/2023,8,632224,Indonesia
Hair Dryer,Medan,1/21/2023,8,632224,Indonesia
Hair Dryer,Medan,1/21/2023,8,632224,Indonesia
Blender,West Region,4/30/2024,2,194890,Singapura
Blender,West Region,4/30/2024,2,194890,Singapura
Blender,West Region,4/30/2024,2,194890,Singapura
Blender,West Region,4/30/2024,2,194890,Singapura
Blender,West Region,4/30/2024,2,194890,Singapura
Blender,West Region,4/30/2024,2,194890,Singapura
Blender,West Region,4/30/2024,2,194890,Singapura
Blender,West Region,4/30/2024,2,194890,Singapura
Sofa,Semarang,2/21/2023,7,641767,Indonesia
Sofa,Semarang,2/21/2023,7,641767,Indonesia
Sofa,Semarang,2/21/2023,7,641767,Indonesia
Sofa,Semarang,2/21/2023,7,641767,Indonesia
Sofa,Semarang,2/21/2023,7,641767,Indonesia
Coffee Maker,Semarang,3/26/2023,16,574464,Indonesia
Coffee Maker,Semarang,3/26/2023,16,574464,Indonesia
Coffee Maker,Semarang,3/26/2023,16,574464,Indonesia
Coffee Maker,Semarang,3/26/2023,16,574464,Indonesia
Coffee Maker,Semarang,3/26/2023,16,574464,Indonesia
Lamp,Kuantan,4/11/2023,2,27358,Malaysia
Lamp,Kuantan,4/11/2023,2,27358,Malaysia
Lamp,Kuantan,4/11/2023,2,27358,Malaysia
Air Purifier,Bandung,5/16/2024,20,1516040,Indonesia
Air Purifier,Bandung,5/16/2024,20,1516040,Indonesia
Vacuum Cleaner,Jakarta,10/27/2023,1,44400,Indonesia
Vacuum Cleaner,Jakarta,10/27/2023,1,44400,Indonesia
Vacuum Cleaner,Jakarta,10/27/2023,1,44400,Indonesia
Vacuum Cleaner,Jakarta,10/27/2023,1,44400,Indonesia
Vacuum Cleaner,Jakarta,10/27/2023,1,44400,Indonesia
Air Purifier,Kuching,5/1/2024,14,1367464,Malaysia
Air Purifier,Kuching,5/1/2024,14,1367464,Malaysia
Air Purifier,Kuching,5/1/2024,14,1367464,Malaysia
Air Purifier,Kuching,5/1/2024,14,1367464,Malaysia
Carpet,Alor Setar,2/9/2024,20,1114620,Malaysia
Carpet,Alor Setar,2/9/2024,20,1114620,Malaysia
Carpet,Alor Setar,2/9/2024,20,1114620,Malaysia
Iron,North-East Region,9/30/2023,12,694764,Singapura
Iron,North-East Region,9/30/2023,12,694764,Singapura
Iron,North-East Region,9/30/2023,12,694764,Singapura
Iron,North-East Region,9/30/2023,12,694764,Singapura
Iron,North-East Region,9/30/2023,12,694764,Singapura
Iron,North-East Region,9/30/2023,12,694764,Singapura
Iron,North-East Region,9/30/2023,12,694764,Singapura
Iron,North-East Region,9/30/2023,12,694764,Singapura
Iron,North-East Region,9/30/2023,12,694764,Singapura
Iron,North-East Region,9/30/2023,12,694764,Singapura
Vacuum Cleaner,East Region,9/8/2024,2,106574,Singapura
Vacuum Cleaner,East Region,9/8/2024,2,106574,Singapura
Vacuum Cleaner,East Region,9/8/2024,2,106574,Singapura
Vacuum Cleaner,East Region,9/8/2024,2,106574,Singapura
Vacuum Cleaner,East Region,9/8/2024,2,106574,Singapura
Water Dispenser,Semarang,1/14/2023,11,230659,Indonesia
Water Dispenser,Semarang,1/14/2023,11,230659,Indonesia
Water Dispenser,Semarang,1/14/2023,11,230659,Indonesia
Water Dispenser,Semarang,1/14/2023,11,230659,Indonesia
Water Dispenser,Semarang,1/14/2023,11,230659,Indonesia
Hair Dryer,North-East Region,4/4/2023,3,39636,Singapura
Hair Dryer,North-East Region,4/4/2023,3,39636,Singapura
Hair Dryer,North-East Region,4/4/2023,3,39636,Singapura
Hair Dryer,North-East Region,4/4/2023,3,39636,Singapura
Hair Dryer,North-East Region,4/4/2023,3,39636,Singapura
Hair Dryer,North-East Region,4/4/2023,3,39636,Singapura
Hair Dryer,North-East Region,4/4/2023,3,39636,Singapura
Hair Dryer,North-East Region,4/4/2023,3,39636,Singapura
Hair Dryer,North-East Region,4/4/2023,3,39636,Singapura
Hair Dryer,North-East Region,4/4/2023,3,39636,Singapura
Chair,Kuantan,6/14/2024,20,1175020,Malaysia
Chair,Kuantan,6/14/2024,20,1175020,Malaysia
Chair,Kuantan,6/14/2024,20,1175020,Malaysia
Electric Kettle,West Region,1/11/2023,5,349750,Singapura
Electric Kettle,West Region,1/11/2023,5,349750,Singapura
Electric Kettle,West Region,1/11/2023,5,349750,Singapura
Electric Kettle,West Region,1/11/2023,5,349750,Singapura
Electric Kettle,West Region,1/11/2023,5,349750,Singapura
Electric Kettle,West Region,1/11/2023,5,349750,Singapura
Electric Kettle,West Region,1/11/2023,5,349750,Singapura
Electric Kettle,West Region,1/11/2023,5,349750,Singapura
Chair,North-East Region,8/24/2023,19,1655223,Singapura
Chair,North-East Region,8/24/2023,19,1655223,Singapura
Chair,North-East Region,8/24/2023,19,1655223,Singapura
Chair,North-East Region,8/24/2023,19,1655223,Singapura
Chair,North-East Region,8/24/2023,19,1655223,Singapura
Chair,North-East Region,8/24/2023,19,1655223,Singapura
Chair,North-East Region,8/24/2023,19,1655223,Singapura
Chair,North-East Region,8/24/2023,19,1655223,Singapura
Chair,North-East Region,8/24/2023,19,1655223,Singapura
Chair,North-East Region,8/24/2023,19,1655223,Singapura
Blender,Medan,5/18/2023,3,61668,Indonesia
Blender,Medan,5/18/2023,3,61668,Indonesia
Blender,Medan,5/18/2023,3,61668,Indonesia
Blender,Medan,5/18/2023,3,61668,Indonesia
Blender,Medan,5/18/2023,3,61668,Indonesia
Vacuum Cleaner,Denpasar,10/7/2023,4,359216,Indonesia
Vacuum Cleaner,Denpasar,10/7/2023,4,359216,Indonesia
Vacuum Cleaner,Denpasar,10/7/2023,4,359216,Indonesia
Vacuum Cleaner,Denpasar,10/7/2023,4,359216,Indonesia
Vacuum Cleaner,Denpasar,10/7/2023,4,359216,Indonesia
Vacuum Cleaner,Denpasar,10/7/2023,4,359216,Indonesia
Table,George Town,4/11/2024,6,138210,Malaysia
Table,George Town,4/11/2024,6,138210,Malaysia
Table,George Town,4/11/2024,6,138210,Malaysia
Table,George Town,4/11/2024,6,138210,Malaysia
Sofa,Kuala Lumpur,4/6/2024,9,368775,Malaysia
Sofa,Kuala Lumpur,4/6/2024,9,368775,Malaysia
Sofa,Kuala Lumpur,4/6/2024,9,368775,Malaysia
Sofa,Kuala Lumpur,4/6/2024,9,368775,Malaysia
Air Purifier,Denpasar,11/24/2023,9,691218,Indonesia
Air Purifier,Denpasar,11/24/2023,9,691218,Indonesia
Air Purifier,Denpasar,11/24/2023,9,691218,Indonesia
Air Purifier,Denpasar,11/24/2023,9,691218,Indonesia
Air Purifier,Denpasar,11/24/2023,9,691218,Indonesia
Air Purifier,Denpasar,11/24/2023,9,691218,Indonesia
Washing Machine,Kuching,6/29/2023,15,1114845,Malaysia
Washing Machine,Kuching,6/29/2023,15,1114845,Malaysia
Washing Machine,Kuching,6/29/2023,15,1114845,Malaysia
Washing Machine,Kuching,6/29/2023,15,1114845,Malaysia
Stove,Kuala Lumpur,1/11/2023,20,448080,Malaysia
Stove,Kuala Lumpur,1/11/2023,20,448080,Malaysia
Stove,Kuala Lumpur,1/11/2023,20,448080,Malaysia
Stove,Kuala Lumpur,1/11/2023,20,448080,Malaysia
Sofa,Central Region,11/26/2023,7,115437,Singapura
Sofa,Central Region,11/26/2023,7,115437,Singapura
Sofa,Central Region,11/26/2023,7,115437,Singapura
Sofa,Central Region,11/26/2023,7,115437,Singapura
Sofa,Central Region,11/26/2023,7,115437,Singapura
Sofa,Central Region,11/26/2023,7,115437,Singapura
Carpet,Denpasar,1/30/2023,4,367352,Indonesia
Carpet,Denpasar,1/30/2023,4,367352,Indonesia
Carpet,Denpasar,1/30/2023,4,367352,Indonesia
Carpet,Denpasar,1/30/2023,4,367352,Indonesia
Carpet,Denpasar,1/30/2023,4,367352,Indonesia
Carpet,Denpasar,1/30/2023,4,367352,Indonesia
Coffee Maker,East Region,4/20/2023,4,174412,Singapura
Coffee Maker,East Region,4/20/2023,4,174412,Singapura
Coffee Maker,East Region,4/20/2023,4,174412,Singapura
Coffee Maker,East Region,4/20/2023,4,174412,Singapura
Coffee Maker,East Region,4/20/2023,4,174412,Singapura
Chair,Semarang,10/30/2023,7,306754,Indonesia
Chair,Semarang,10/30/2023,7,306754,Indonesia
Chair,Semarang,10/30/2023,7,306754,Indonesia
Chair,Semarang,10/30/2023,7,306754,Indonesia
Chair,Semarang,10/30/2023,7,306754,Indonesia
Toaster,North Region,4/4/2024,13,1042600,Singapura
Toaster,North Region,4/4/2024,13,1042600,Singapura
Toaster,North Region,4/4/2024,13,1042600,Singapura
Toaster,North Region,4/4/2024,13,1042600,Singapura
Toaster,North Region,4/4/2024,13,1042600,Singapura
Lamp,Palembang,1/23/2023,1,63367,Indonesia
Chair,Central Region,8/20/2024,10,587510,Singapura
Chair,Central Region,8/20/2024,10,587510,Singapura
Chair,Central Region,8/20/2024,10,587510,Singapura
Chair,Central Region,8/20/2024,10,587510,Singapura
Chair,Central Region,8/20/2024,10,587510,Singapura
Chair,Central Region,8/20/2024,10,587510,Singapura
Chair,North Region,7/9/2024,4,207684,Singapura
Chair,North Region,7/9/2024,4,207684,Singapura
Chair,North Region,7/9/2024,4,207684,Singapura
Chair,North Region,7/9/2024,4,207684,Singapura
Chair,North Region,7/9/2024,4,207684,Singapura
Electric Kettle,Denpasar,3/14/2024,19,1736581,Indonesia
Electric Kettle,Denpasar,3/14/2024,19,1736581,Indonesia
Electric Kettle,Denpasar,3/14/2024,19,1736581,Indonesia
Electric Kettle,Denpasar,3/14/2024,19,1736581,Indonesia
Electric Kettle,Denpasar,3/14/2024,19,1736581,Indonesia
Electric Kettle,Denpasar,3/14/2024,19,1736581,Indonesia
Lamp,West Region,3/22/2024,4,253500,Singapura
Lamp,West Region,3/22/2024,4,253500,Singapura
Lamp,West Region,3/22/2024,4,253500,Singapura
Lamp,West Region,3/22/2024,4,253500,Singapura
Lamp,West Region,3/22/2024,4,253500,Singapura
Lamp,West Region,3/22/2024,4,253500,Singapura
Lamp,West Region,3/22/2024,4,253500,Singapura
Lamp,West Region,3/22/2024,4,253500,Singapura
Rice Cooker,North-East Region,4/11/2023,19,405080,Singapura
Rice Cooker,North-East Region,4/11/2023,19,405080,Singapura
Rice Cooker,North-East Region,4/11/2023,19,405080,Singapura
Rice Cooker,North-East Region,4/11/2023,19,405080,Singapura
Rice Cooker,North-East Region,4/11/2023,19,405080,Singapura
Rice Cooker,North-East Region,4/11/2023,19,405080,Singapura
Rice Cooker,North-East Region,4/11/2023,19,405080,Singapura
Rice Cooker,North-East Region,4/11/2023,19,405080,Singapura
Rice Cooker,North-East Region,4/11/2023,19,405080,Singapura
Rice Cooker,North-East Region,4/11/2023,19,405080,Singapura
Water Dispenser,West Region,4/12/2023,5,90335,Singapura
Water Dispenser,West Region,4/12/2023,5,90335,Singapura
Water Dispenser,West Region,4/12/2023,5,90335,Singapura
Water Dispenser,West Region,4/12/2023,5,90335,Singapura
Water Dispenser,West Region,4/12/2023,5,90335,Singapura
Water Dispenser,West Region,4/12/2023,5,90335,Singapura
Water Dispenser,West Region,4/12/2023,5,90335,Singapura
Water Dispenser,West Region,4/12/2023,5,90335,Singapura
Toaster,Kuala Lumpur,5/23/2024,8,681456,Malaysia
Toaster,Kuala Lumpur,5/23/2024,8,681456,Malaysia
Toaster,Kuala Lumpur,5/23/2024,8,681456,Malaysia
Toaster,Kuala Lumpur,5/23/2024,8,681456,Malaysia
Electric Kettle,North Region,1/8/2024,6,483768,Singapura
Electric Kettle,North Region,1/8/2024,6,483768,Singapura
Electric Kettle,North Region,1/8/2024,6,483768,Singapura
Electric Kettle,North Region,1/8/2024,6,483768,Singapura
Electric Kettle,North Region,1/8/2024,6,483768,Singapura
Iron,Denpasar,6/10/2024,18,453456,Indonesia
Iron,Denpasar,6/10/2024,18,453456,Indonesia
Iron,Denpasar,6/10/2024,18,453456,Indonesia
Iron,Denpasar,6/10/2024,18,453456,Indonesia
Iron,Denpasar,6/10/2024,18,453456,Indonesia
Iron,Denpasar,6/10/2024,18,453456,Indonesia
Vacuum Cleaner,Central Region,1/22/2024,20,290140,Singapura
Vacuum Cleaner,Central Region,1/22/2024,20,290140,Singapura
Vacuum Cleaner,Central Region,1/22/2024,20,290140,Singapura
Vacuum Cleaner,Central Region,1/22/2024,20,290140,Singapura
Vacuum Cleaner,Central Region,1/22/2024,20,290140,Singapura
Vacuum Cleaner,Central Region,1/22/2024,20,290140,Singapura
Iron,Medan,4/16/2023,10,301550,Indonesia
Iron,Medan,4/16/2023,10,301550,Indonesia
Iron,Medan,4/16/2023,10,301550,Indonesia
Iron,Medan,4/16/2023,10,301550,Indonesia
Iron,Medan,4/16/2023,10,301550,Indonesia
Iron,Shah Alam,7/28/2024,17,1626237,Malaysia
Iron,Shah Alam,7/28/2024,17,1626237,Malaysia
Grill,Kuala Lumpur,3/1/2023,15,1271745,Malaysia
Grill,Kuala Lumpur,3/1/2023,15,1271745,Malaysia
Grill,Kuala Lumpur,3/1/2023,15,1271745,Malaysia
Grill,Kuala Lumpur,3/1/2023,15,1271745,Malaysia
Washing Machine,Denpasar,7/12/2024,3,33549,Indonesia
Washing Machine,Denpasar,7/12/2024,3,33549,Indonesia
Washing Machine,Denpasar,7/12/2024,3,33549,Indonesia
Washing Machine,Denpasar,7/12/2024,3,33549,Indonesia
Washing Machine,Denpasar,7/12/2024,3,33549,Indonesia
Washing Machine,Denpasar,7/12/2024,3,33549,Indonesia
Toaster,Johor Bahru,2/6/2023,1,67868,Malaysia
Toaster,Johor Bahru,2/6/2023,1,67868,Malaysia
Washing Machine,East Region,3/4/2023,20,388400,Singapura
Washing Machine,East Region,3/4/2023,20,388400,Singapura
Washing Machine,East Region,3/4/2023,20,388400,Singapura
Washing Machine,East Region,3/4/2023,20,388400,Singapura
Washing Machine,East Region,3/4/2023,20,388400,Singapura
Microwave Oven,West Region,4/25/2023,9,186408,Singapura
Microwave Oven,West Region,4/25/2023,9,186408,Singapura
Microwave Oven,West Region,4/25/2023,9,186408,Singapura
Microwave Oven,West Region,4/25/2023,9,186408,Singapura
Microwave Oven,West Region,4/25/2023,9,186408,Singapura
Microwave Oven,West Region,4/25/2023,9,186408,Singapura
Microwave Oven,West Region,4/25/2023,9,186408,Singapura
Microwave Oven,West Region,4/25/2023,9,186408,Singapura
Washing Machine,West Region,2/25/2024,8,555440,Singapura
Washing Machine,West Region,2/25/2024,8,555440,Singapura
Washing Machine,West Region,2/25/2024,8,555440,Singapura
Washing Machine,West Region,2/25/2024,8,555440,Singapura
Washing Machine,West Region,2/25/2024,8,555440,Singapura
Washing Machine,West Region,2/25/2024,8,555440,Singapura
Washing Machine,West Region,2/25/2024,8,555440,Singapura
Washing Machine,West Region,2/25/2024,8,555440,Singapura
Carpet,Bandung,3/31/2023,10,766160,Indonesia
Carpet,Bandung,3/31/2023,10,766160,Indonesia
Carpet,Shah Alam,6/1/2024,8,612928,Malaysia
Carpet,Shah Alam,6/1/2024,8,612928,Malaysia
Hair Dryer,Jakarta,5/30/2023,2,56742,Indonesia
Hair Dryer,Jakarta,5/30/2023,2,56742,Indonesia
Hair Dryer,Jakarta,5/30/2023,2,56742,Indonesia
Hair Dryer,Jakarta,5/30/2023,2,56742,Indonesia
Hair Dryer,Jakarta,5/30/2023,2,56742,Indonesia
Chair,Bandung,7/21/2023,18,1505340,Indonesia
Chair,Bandung,7/21/2023,18,1505340,Indonesia
Vacuum Cleaner,Central Region,11/27/2023,3,106608,Singapura
Vacuum Cleaner,Central Region,11/27/2023,3,106608,Singapura
Vacuum Cleaner,Central Region,11/27/2023,3,106608,Singapura
Vacuum Cleaner,Central Region,11/27/2023,3,106608,Singapura
Vacuum Cleaner,Central Region,11/27/2023,3,106608,Singapura
Vacuum Cleaner,Central Region,11/27/2023,3,106608,Singapura
Carpet,Kota Kinabalu,8/19/2023,18,1780938,Malaysia
Carpet,Kota Kinabalu,8/19/2023,18,1780938,Malaysia
Carpet,Kota Kinabalu,8/19/2023,18,1780938,Malaysia
Fan,North-East Region,3/29/2023,9,353133,Singapura
Fan,North-East Region,3/29/2023,9,353133,Singapura
Fan,North-East Region,3/29/2023,9,353133,Singapura
Fan,North-East Region,3/29/2023,9,353133,Singapura
Fan,North-East Region,3/29/2023,9,353133,Singapura
Fan,North-East Region,3/29/2023,9,353133,Singapura
Fan,North-East Region,3/29/2023,9,353133,Singapura
Fan,North-East Region,3/29/2023,9,353133,Singapura
Fan,North-East Region,3/29/2023,9,353133,Singapura
Fan,North-East Region,3/29/2023,9,353133,Singapura
Grill,Medan,10/14/2023,20,844660,Indonesia
Grill,Medan,10/14/2023,20,844660,Indonesia
Grill,Medan,10/14/2023,20,844660,Indonesia
Grill,Medan,10/14/2023,20,844660,Indonesia
Grill,Medan,10/14/2023,20,844660,Indonesia
Toaster,Denpasar,6/23/2024,16,1470624,Indonesia
Toaster,Denpasar,6/23/2024,16,1470624,Indonesia
Toaster,Denpasar,6/23/2024,16,1470624,Indonesia
Toaster,Denpasar,6/23/2024,16,1470624,Indonesia
Toaster,Denpasar,6/23/2024,16,1470624,Indonesia
Toaster,Denpasar,6/23/2024,16,1470624,Indonesia
Toaster,Ipoh,2/17/2024,8,157528,Malaysia
Toaster,Ipoh,2/17/2024,8,157528,Malaysia
Toaster,Ipoh,2/17/2024,8,157528,Malaysia
Toaster,Ipoh,2/17/2024,8,157528,Malaysia
Toaster,Ipoh,2/17/2024,8,157528,Malaysia
Dishwasher,Yogyakarta,9/28/2024,13,1097174,Indonesia
Dishwasher,Yogyakarta,9/28/2024,13,1097174,Indonesia
Dishwasher,Yogyakarta,9/28/2024,13,1097174,Indonesia
Dishwasher,Yogyakarta,9/28/2024,13,1097174,Indonesia
Iron,Denpasar,10/28/2023,17,1042848,Indonesia
Iron,Denpasar,10/28/2023,17,1042848,Indonesia
Iron,Denpasar,10/28/2023,17,1042848,Indonesia
Iron,Denpasar,10/28/2023,17,1042848,Indonesia
Iron,Denpasar,10/28/2023,17,1042848,Indonesia
Iron,Denpasar,10/28/2023,17,1042848,Indonesia
Lamp,East Region,3/24/2024,5,129690,Singapura
Lamp,East Region,3/24/2024,5,129690,Singapura
Lamp,East Region,3/24/2024,5,129690,Singapura
Lamp,East Region,3/24/2024,5,129690,Singapura
Lamp,East Region,3/24/2024,5,129690,Singapura
Dishwasher,Bandung,7/28/2023,11,262053,Indonesia
Dishwasher,Bandung,7/28/2023,11,262053,Indonesia
Water Dispenser,West Region,1/31/2023,12,930180,Singapura
Water Dispenser,West Region,1/31/2023,12,930180,Singapura
Water Dispenser,West Region,1/31/2023,12,930180,Singapura
Water Dispenser,West Region,1/31/2023,12,930180,Singapura
Water Dispenser,West Region,1/31/2023,12,930180,Singapura
Water Dispenser,West Region,1/31/2023,12,930180,Singapura
Water Dispenser,West Region,1/31/2023,12,930180,Singapura
Water Dispenser,West Region,1/31/2023,12,930180,Singapura
Washing Machine,Kota Kinabalu,7/12/2023,8,365752,Malaysia
Washing Machine,Kota Kinabalu,7/12/2023,8,365752,Malaysia
Washing Machine,Kota Kinabalu,7/12/2023,8,365752,Malaysia
Stove,Jakarta,10/19/2024,19,839781,Indonesia
Stove,Jakarta,10/19/2024,19,839781,Indonesia
Stove,Jakarta,10/19/2024,19,839781,Indonesia
Stove,Jakarta,10/19/2024,19,839781,Indonesia
Stove,Jakarta,10/19/2024,19,839781,Indonesia
Mixer,Ipoh,3/10/2023,13,192140,Malaysia
Mixer,Ipoh,3/10/2023,13,192140,Malaysia
Mixer,Ipoh,3/10/2023,13,192140,Malaysia
Mixer,Ipoh,3/10/2023,13,192140,Malaysia
Mixer,Ipoh,3/10/2023,13,192140,Malaysia
Fan,Shah Alam,8/21/2023,9,101970,Malaysia
Fan,Shah Alam,8/21/2023,9,101970,Malaysia
Curtains,Kuching,1/21/2023,9,733059,Malaysia
Curtains,Kuching,1/21/2023,9,733059,Malaysia
Curtains,Kuching,1/21/2023,9,733059,Malaysia
Curtains,Kuching,1/21/2023,9,733059,Malaysia
Air Purifier,Alor Setar,5/15/2023,13,538551,Malaysia
Air Purifier,Alor Setar,5/15/2023,13,538551,Malaysia
Air Purifier,Alor Setar,5/15/2023,13,538551,Malaysia
Rice Cooker,Medan,9/15/2023,11,120824,Indonesia
Rice Cooker,Medan,9/15/2023,11,120824,Indonesia
Rice Cooker,Medan,9/15/2023,11,120824,Indonesia
Rice Cooker,Medan,9/15/2023,11,120824,Indonesia
Rice Cooker,Medan,9/15/2023,11,120824,Indonesia
Grill,George Town,4/6/2024,19,213826,Malaysia
Grill,George Town,4/6/2024,19,213826,Malaysia
Grill,George Town,4/6/2024,19,213826,Malaysia
Grill,George Town,4/6/2024,19,213826,Malaysia
Sofa,North-East Region,6/17/2024,16,1057344,Singapura
Sofa,North-East Region,6/17/2024,16,1057344,Singapura
Sofa,North-East Region,6/17/2024,16,1057344,Singapura
Sofa,North-East Region,6/17/2024,16,1057344,Singapura
Sofa,North-East Region,6/17/2024,16,1057344,Singapura
Sofa,North-East Region,6/17/2024,16,1057344,Singapura
Sofa,North-East Region,6/17/2024,16,1057344,Singapura
Sofa,North-East Region,6/17/2024,16,1057344,Singapura
Sofa,North-East Region,6/17/2024,16,1057344,Singapura
Sofa,North-East Region,6/17/2024,16,1057344,Singapura
Iron,North-East Region,2/24/2023,5,119460,Singapura
Iron,North-East Region,2/24/2023,5,119460,Singapura
Iron,North-East Region,2/24/2023,5,119460,Singapura
Iron,North-East Region,2/24/2023,5,119460,Singapura
Iron,North-East Region,2/24/2023,5,119460,Singapura
Iron,North-East Region,2/24/2023,5,119460,Singapura
Iron,North-East Region,2/24/2023,5,119460,Singapura
Iron,North-East Region,2/24/2023,5,119460,Singapura
Iron,North-East Region,2/24/2023,5,119460,Singapura
Iron,North-East Region,2/24/2023,5,119460,Singapura
Water Dispenser,West Region,4/24/2024,9,899190,Singapura
Water Dispenser,West Region,4/24/2024,9,899190,Singapura
Water Dispenser,West Region,4/24/2024,9,899190,Singapura
Water Dispenser,West Region,4/24/2024,9,899190,Singapura
Water Dispenser,West Region,4/24/2024,9,899190,Singapura
Water Dispenser,West Region,4/24/2024,9,899190,Singapura
Water Dispenser,West Region,4/24/2024,9,899190,Singapura
Water Dispenser,West Region,4/24/2024,9,899190,Singapura
Iron,Surabaya,3/6/2024,5,297710,Indonesia
Chair,Jakarta,10/10/2024,6,326820,Indonesia
Chair,Jakarta,10/10/2024,6,326820,Indonesia
Chair,Jakarta,10/10/2024,6,326820,Indonesia
Chair,Jakarta,10/10/2024,6,326820,Indonesia
Chair,Jakarta,10/10/2024,6,326820,Indonesia
Blender,North-East Region,9/2/2023,13,570661,Singapura
Blender,North-East Region,9/2/2023,13,570661,Singapura
Blender,North-East Region,9/2/2023,13,570661,Singapura
Blender,North-East Region,9/2/2023,13,570661,Singapura
Blender,North-East Region,9/2/2023,13,570661,Singapura
Blender,North-East Region,9/2/2023,13,570661,Singapura
